police_station,day_of_week,hour,unique_vehicle_types,vehicle_types
Ashok Nagar,Tuesday,23,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Ashok Nagar,Wednesday,0,7,"['CAR', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Ashok Nagar,Wednesday,1,6,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER', 'VAN']"
Ashok Nagar,Wednesday,2,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Ashok Nagar,Wednesday,3,6,"['CAR', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Ashok Nagar,Wednesday,4,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TRACTOR']"
Ashok Nagar,Wednesday,5,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Ashok Nagar,Wednesday,6,2,"['CAR', 'SCOOTER']"
Ashok Nagar,Wednesday,7,5,"['CAR', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Ashok Nagar,Wednesday,8,1,['PASSENGER AUTO']
Ashok Nagar,Wednesday,19,4,"['CAR', 'JEEP', 'MOTOR CYCLE', 'SCOOTER']"
Ashok Nagar,Wednesday,20,3,"['CAR', 'SCHOOL VEHICLE', 'TOURIST BUS']"
Ashok Nagar,Wednesday,21,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Ashok Nagar,Wednesday,22,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Ashok Nagar,Wednesday,23,6,"['CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Friday,0,4,"['CAR', 'GOODS AUTO', 'HGV', 'SCOOTER']"
Banashankari,Friday,1,1,['CAR']
Banashankari,Friday,2,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Banashankari,Friday,3,2,"['MOTOR CYCLE', 'PASSENGER AUTO']"
Banashankari,Friday,4,2,"['MOTOR CYCLE', 'SCOOTER']"
Banashankari,Friday,5,7,"['CAR', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Banashankari,Friday,6,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Friday,7,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO']"
Banashankari,Friday,8,2,"['MOPED', 'SCOOTER']"
Banashankari,Friday,20,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Friday,21,7,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Friday,22,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Friday,23,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Monday,0,2,"['MOTOR CYCLE', 'SCOOTER']"
Banashankari,Monday,2,3,"['MOTOR CYCLE', 'SCOOTER', 'VAN']"
Banashankari,Monday,4,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Monday,5,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Banashankari,Monday,6,3,"['MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
Banashankari,Monday,7,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Monday,8,2,"['CAR', 'PASSENGER AUTO']"
Banashankari,Monday,20,3,"['BUS (BMTC/KSRTC)', 'LORRY/GOODS VEHICLE', 'VAN']"
Banashankari,Monday,21,7,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Monday,22,2,"['MOTOR CYCLE', 'SCOOTER']"
Banashankari,Monday,23,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Banashankari,Saturday,0,6,"['CAR', 'LGV', 'MOPED', 'PASSENGER AUTO', 'SCOOTER', 'TRACTOR']"
Banashankari,Saturday,1,4,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'SCOOTER']"
Banashankari,Saturday,2,1,['CAR']
Banashankari,Saturday,4,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Banashankari,Saturday,5,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Banashankari,Saturday,6,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Saturday,7,1,['CAR']
Banashankari,Saturday,8,3,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO']"
Banashankari,Saturday,20,3,"['CAR', 'SCOOTER', 'TOURIST BUS']"
Banashankari,Saturday,21,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Saturday,22,5,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Saturday,23,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Sunday,0,1,['CAR']
Banashankari,Sunday,1,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Sunday,2,2,"['LGV', 'PASSENGER AUTO']"
Banashankari,Sunday,4,2,"['CAR', 'TANKER']"
Banashankari,Sunday,5,3,"['GOODS AUTO', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Sunday,6,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Banashankari,Sunday,7,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Sunday,8,3,"['CAR', 'LGV', 'PASSENGER AUTO']"
Banashankari,Sunday,10,1,['CAR']
Banashankari,Sunday,22,3,"['BUS (BMTC/KSRTC)', 'MOTOR CYCLE', 'PRIVATE BUS']"
Banashankari,Sunday,23,2,"['MOTOR CYCLE', 'SCOOTER']"
Banashankari,Thursday,0,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Thursday,1,1,['PASSENGER AUTO']
Banashankari,Thursday,2,1,['LORRY/GOODS VEHICLE']
Banashankari,Thursday,3,2,"['MAXI-CAB', 'SCOOTER']"
Banashankari,Thursday,4,3,"['MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Banashankari,Thursday,5,3,"['MOPED', 'MOTOR CYCLE', 'SCOOTER']"
Banashankari,Thursday,6,2,"['MAXI-CAB', 'SCOOTER']"
Banashankari,Thursday,7,5,"['CAR', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Banashankari,Thursday,8,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Banashankari,Thursday,21,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Thursday,22,6,"['CAR', 'HGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
Banashankari,Thursday,23,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'TEMPO']"
Banashankari,Tuesday,0,1,['SCOOTER']
Banashankari,Tuesday,1,2,"['LGV', 'MOTOR CYCLE']"
Banashankari,Tuesday,2,2,"['CAR', 'MOTOR CYCLE']"
Banashankari,Tuesday,4,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Tuesday,5,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Tuesday,6,5,"['LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banashankari,Tuesday,7,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Tuesday,8,1,['SCOOTER']
Banashankari,Tuesday,10,2,"['PASSENGER AUTO', 'SCOOTER']"
Banashankari,Tuesday,19,1,['CAR']
Banashankari,Tuesday,20,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Tuesday,21,5,"['CAR', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Tuesday,22,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Tuesday,23,6,"['CAR', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Wednesday,0,6,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Banashankari,Wednesday,1,2,"['LORRY/GOODS VEHICLE', 'PASSENGER AUTO']"
Banashankari,Wednesday,2,1,['SCOOTER']
Banashankari,Wednesday,3,1,['CAR']
Banashankari,Wednesday,4,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Banashankari,Wednesday,5,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOPED', 'MOTOR CYCLE', 'SCOOTER', 'VAN']"
Banashankari,Wednesday,6,5,"['CAR', 'FACTORY BUS', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Wednesday,7,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Wednesday,19,1,['SCOOTER']
Banashankari,Wednesday,20,1,['BUS (BMTC/KSRTC)']
Banashankari,Wednesday,21,8,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Wednesday,22,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banashankari,Wednesday,23,5,"['LGV', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Banaswadi,Friday,0,5,"['CAR', 'MINI LORRY', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Friday,1,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Friday,2,6,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Friday,3,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Friday,4,10,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TOURIST BUS']"
Banaswadi,Friday,5,8,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Friday,6,11,"['BUS (BMTC/KSRTC)', 'CAR', 'FACTORY BUS', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TRACTOR']"
Banaswadi,Friday,7,3,"['CAR', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Friday,8,4,"['CAR', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Friday,9,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Friday,10,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Friday,11,1,['SCOOTER']
Banaswadi,Friday,17,1,['SCOOTER']
Banaswadi,Friday,18,2,"['MOTOR CYCLE', 'PASSENGER AUTO']"
Banaswadi,Friday,19,7,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Friday,20,9,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Friday,21,9,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Friday,22,9,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Banaswadi,Friday,23,11,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TANKER']"
Banaswadi,Monday,0,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Monday,1,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Monday,2,5,"['CAR', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Monday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Monday,4,5,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Monday,5,7,"['BUS (BMTC/KSRTC)', 'CAR', 'JEEP', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Monday,6,7,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Monday,7,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER', 'TOURIST BUS']"
Banaswadi,Monday,8,4,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Monday,9,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Monday,11,1,['SCOOTER']
Banaswadi,Monday,12,1,['MOTOR CYCLE']
Banaswadi,Monday,18,1,['PASSENGER AUTO']
Banaswadi,Monday,19,7,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TOURIST BUS']"
Banaswadi,Monday,20,9,"['BUS (BMTC/KSRTC)', 'CAR', 'FACTORY BUS', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Banaswadi,Monday,21,11,"['BUS (BMTC/KSRTC)', 'CAR', 'FACTORY BUS', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Banaswadi,Monday,22,9,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Banaswadi,Monday,23,6,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Saturday,0,6,"['CAR', 'MAXI-CAB', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'VAN']"
Banaswadi,Saturday,1,10,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Saturday,2,5,"['CAR', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Saturday,3,6,"['CAR', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Saturday,4,9,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCHOOL VEHICLE', 'SCOOTER', 'TOURIST BUS']"
Banaswadi,Saturday,5,9,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'TOURIST BUS']"
Banaswadi,Saturday,6,10,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'JEEP', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TOURIST BUS']"
Banaswadi,Saturday,7,4,"['BUS (BMTC/KSRTC)', 'CAR', 'MOPED', 'SCOOTER']"
Banaswadi,Saturday,8,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Saturday,9,2,"['MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Saturday,10,2,"['MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Saturday,19,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TOURIST BUS']"
Banaswadi,Saturday,20,5,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Saturday,21,2,"['CAR', 'TOURIST BUS']"
Banaswadi,Saturday,22,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Saturday,23,7,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'MOTOR CYCLE', 'PRIVATE BUS', 'SCOOTER', 'TANKER']"
Banaswadi,Sunday,0,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Banaswadi,Sunday,1,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Sunday,2,7,"['BUS (BMTC/KSRTC)', 'CAR', 'LORRY/GOODS VEHICLE', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Sunday,3,7,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Sunday,4,7,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'JEEP', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Sunday,5,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Sunday,6,7,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Sunday,7,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Sunday,8,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Sunday,9,8,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Sunday,10,2,"['MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Sunday,11,1,['SCOOTER']
Banaswadi,Sunday,19,4,"['CAR', 'LGV', 'PASSENGER AUTO', 'TEMPO']"
Banaswadi,Sunday,20,4,"['CAR', 'GOODS AUTO', 'HGV', 'TOURIST BUS']"
Banaswadi,Sunday,21,4,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO']"
Banaswadi,Sunday,22,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Sunday,23,2,"['MAXI-CAB', 'SCOOTER']"
Banaswadi,Thursday,0,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Banaswadi,Thursday,1,7,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TRACTOR']"
Banaswadi,Thursday,2,9,"['CAR', 'HGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Banaswadi,Thursday,3,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Thursday,4,8,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'HGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Thursday,5,9,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Thursday,6,10,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Thursday,7,8,"['CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Banaswadi,Thursday,8,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Thursday,9,6,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Thursday,10,3,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO']"
Banaswadi,Thursday,11,1,['MOTOR CYCLE']
Banaswadi,Thursday,18,5,"['CAR', 'LGV', 'PASSENGER AUTO', 'SCOOTER', 'TANKER']"
Banaswadi,Thursday,19,4,"['CAR', 'MAXI-CAB', 'PASSENGER AUTO', 'PRIVATE BUS']"
Banaswadi,Thursday,20,8,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS']"
Banaswadi,Thursday,21,8,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Thursday,22,10,"['BUS (BMTC/KSRTC)', 'CAR', 'FACTORY BUS', 'HGV', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Thursday,23,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Tuesday,0,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Tuesday,1,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Tuesday,2,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Tuesday,3,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Tuesday,4,8,"['BUS (BMTC/KSRTC)', 'CAR', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Tuesday,5,8,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Tuesday,6,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Tuesday,7,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Tuesday,8,4,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Tuesday,9,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Tuesday,11,2,"['MOTOR CYCLE', 'SCOOTER']"
Banaswadi,Tuesday,18,2,"['CAR', 'PASSENGER AUTO']"
Banaswadi,Tuesday,19,9,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCHOOL VEHICLE', 'SCOOTER']"
Banaswadi,Tuesday,20,7,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Tuesday,21,6,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Tuesday,22,8,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Banaswadi,Tuesday,23,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS']"
Banaswadi,Wednesday,0,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Wednesday,1,7,"['CAR', 'GOODS AUTO', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Banaswadi,Wednesday,2,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
